

*******************************************************************************
Ephemeris / WWW_USER Fri Nov 12 15:24:42 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Epimetheus (611)                {source: sat415_merged_DE437}
Center body name: Saturn (699)                    {source: sat415_merged_DE437}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2010-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2020-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {W-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {W-lon(deg),Dxy(km),Dz(km)}
Center radii    : 60268.0 x 60268.0 x 54364.0 km  {Equator, meridian, pole}    
Output units    : KM-S
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2455287.500000000, A.D. 2010-Apr-01 00:00:00.0000, -1.043593761823906E+05,  9.925256699823454E+04, -4.294123860747856E+04, -1.135564624732143E+01, -9.470247172816329E+00,  6.053126921335374E+00,
2455288.500000000, A.D. 2010-Apr-02 00:00:00.0000,  6.246405704084987E+04, -1.248588634643740E+05,  6.035065599865290E+04,  1.439265437046976E+01,  5.092978675119808E+00, -4.019131707732909E+00,
2455289.500000000, A.D. 2010-Apr-03 00:00:00.0000, -1.841950829101594E+03,  1.338057359295950E+05, -7.068732097988573E+04, -1.581036529456680E+01,  2.957360501769225E-01,  1.299627273220224E+00,
2455290.500000000, A.D. 2010-Apr-04 00:00:00.0000, -4.813573932531011E+04, -1.245169939358132E+05,  7.040641238924924E+04,  1.497673920116385E+01, -5.191686826932316E+00,  1.368111747339948E+00,
2455291.500000000, A.D. 2010-Apr-05 00:00:00.0000,  1.017501077917513E+05,  9.613208721920944E+04, -6.035654913548328E+04, -1.173155403159461E+01,  9.698092133672439E+00, -4.054563124242439E+00,
2455292.500000000, A.D. 2010-Apr-06 00:00:00.0000, -1.324681181350453E+05, -5.647405267133952E+04,  4.221865391247800E+04,  7.350547056062942E+00, -1.282760778066375E+01,  6.119160227923267E+00,
2455293.500000000, A.D. 2010-Apr-07 00:00:00.0000,  1.516145278609593E+05,  7.616665181686456E+03, -1.812563261165856E+04, -1.556238416304298E+00,  1.386627325204908E+01, -7.208968035743491E+00,
2455294.500000000, A.D. 2010-Apr-08 00:00:00.0000, -1.435673896971863E+05,  4.274049790317214E+04, -9.303136791541569E+03, -4.412764334013512E+00, -1.341116805927685E+01,  7.525268418922159E+00,
2455295.500000000, A.D. 2010-Apr-09 00:00:00.0000,  1.220413300393569E+05, -8.486363512816733E+04,  3.363942962084906E+04,  9.437494421376426E+00,  1.075821037777972E+01, -6.589486773303741E+00,
2455296.500000000, A.D. 2010-Apr-10 00:00:00.0000, -7.534729619955269E+04,  1.183399612203719E+05, -5.576181662926904E+04, -1.364708965145432E+01, -6.618633927624066E+00,  4.789652596468910E+00,
2455297.500000000, A.D. 2010-Apr-11 00:00:00.0000,  2.799441752726477E+04, -1.323957467930429E+05,  6.766452716801537E+04,  1.556938303302221E+01,  1.865286851544548E+00, -2.450202183411294E+00,
2455298.500000000, A.D. 2010-Apr-12 00:00:00.0000,  3.387092171466511E+04,  1.296486338820460E+05, -7.203217756397897E+04, -1.536096175808616E+01,  3.597751925533695E+00, -4.668454307835106E-01,
2455299.500000000, A.D. 2010-Apr-13 00:00:00.0000, -8.106387971022997E+04, -1.084095383302376E+05,  6.522184132739091E+04,  1.333830576323231E+01, -8.230985043246172E+00,  3.115416146827922E+00,
2455300.500000000, A.D. 2010-Apr-14 00:00:00.0000,  1.251553829874772E+05,  7.202466449700911E+04, -5.008797127010870E+04, -8.952177098117426E+00,  1.173189776590881E+01, -5.387568390209020E+00,
